,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
17298,17299,0.7,Very Good,G,VS1,63.2,56.0,5.61,5.56,3.53,2535
7379,7380,0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351
590,591,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295
17918,17919,0.3,Very Good,D,VS1,62.1,58.0,4.25,4.29,2.65,742
7508,7509,1.4,Premium,H,SI1,62.1,60.0,7.21,7.12,4.45,8133
4228,4229,1.05,Premium,E,VS2,,58.0,6.5,6.54,4.05,6930
11881,11882,0.52,Ideal,D,VS1,62.1,57.0,5.13,5.2,3.21,1914
26770,26771,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,1056
1491,1492,1.03,Ideal,G,VS1,,57.0,6.44,6.47,4.01,6558
6569,6570,0.57,Premium,F,SI1,59.5,58.0,5.43,5.36,3.21,1571
11356,11357,0.7,Ideal,I,VS1,62.7,57.0,5.63,5.67,3.54,2163
16758,16759,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
24061,24062,0.34,Good,E,SI1,,55.0,4.44,4.46,2.82,556
17584,17585,0.35,Premium,D,SI1,61.8,59.0,4.56,4.54,2.81,827
23945,23946,0.32,Ideal,E,VS2,62.0,55.0,4.46,4.38,2.74,900
7089,7090,0.33,Very Good,I,VVS1,62.5,61.0,4.38,4.42,2.75,608
5265,5266,0.43,Ideal,E,SI1,61.5,56.0,4.9,4.85,3.0,1016
20801,20802,0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,672
9154,9155,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04,6389
3136,3137,1.01,Fair,J,VS2,59.6,62.0,6.54,6.49,3.88,3886
9262,9263,0.71,Very Good,J,VS1,62.4,58.0,5.67,5.7,3.55,2061
8722,8723,0.9,Very Good,I,SI1,63.5,59.0,6.1,6.05,3.86,3121
12071,12072,0.56,Ideal,E,SI1,60.9,56.0,5.32,5.35,3.25,1580
25408,25409,0.32,Premium,E,IF,60.0,61.0,4.5,4.46,2.69,967
15279,15280,0.3,Premium,D,VS2,62.0,58.0,4.32,4.29,2.67,911
9301,9302,0.6,Premium,D,SI2,61.4,56.0,5.43,5.41,3.33,1385
11638,11639,0.71,Ideal,E,VS2,62.5,56.0,5.69,5.71,3.56,3304
11478,11479,0.37,Premium,D,VVS2,60.7,59.0,4.63,4.66,2.82,971
7556,7557,0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,545
18372,18373,0.56,Ideal,G,IF,62.0,54.0,5.3,5.32,3.29,2321
8379,8380,2.03,Premium,H,SI2,61.6,58.0,8.17,8.09,5.01,16075
3325,3326,0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,789
5803,5804,0.41,Premium,G,VVS1,61.0,61.0,4.75,4.72,2.89,1230
25683,25684,1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12,2717
9695,9696,0.7,Very Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1775
25600,25601,0.51,Premium,E,SI1,58.2,61.0,5.27,5.22,3.05,1340
4316,4317,0.76,Premium,F,SI2,62.7,55.0,5.83,5.74,3.63,2491
4674,4675,0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,1013
23598,23599,1.0,Very Good,H,SI2,,58.0,6.27,6.36,3.95,4042
8968,8969,0.71,Ideal,D,VS2,62.4,56.0,5.74,5.7,3.57,3372
9982,9983,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.68,3.58,3064
15139,15140,1.13,Premium,H,VS2,62.0,57.0,6.68,6.62,4.12,5650
24414,24415,0.51,Ideal,D,VS2,61.5,55.0,5.13,5.18,3.17,1787
4682,4683,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
15782,15783,0.7,Ideal,E,SI1,61.6,57.0,5.71,5.76,3.53,2846
3360,3361,1.52,Fair,H,SI1,64.6,55.0,7.24,7.19,4.66,7433
22940,22941,0.31,Premium,I,VVS2,61.7,58.0,4.4,4.38,2.71,698
18480,18481,0.41,Good,F,SI1,63.1,59.0,4.7,4.75,2.98,705
7202,7203,0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129
4764,4765,2.03,Very Good,G,SI1,60.1,60.0,8.09,8.18,4.89,18630
22773,22774,1.1,Premium,D,SI1,60.4,59.0,6.66,6.69,4.03,5166
24389,24390,0.41,Ideal,F,IF,61.4,56.0,4.81,4.83,2.96,1439
11517,11518,1.01,Good,I,VS2,63.9,59.0,6.29,6.26,4.01,4197
20226,20227,0.42,Ideal,G,VVS1,61.4,56.0,4.81,4.83,2.96,1179
19007,19008,0.78,Ideal,H,SI2,,54.0,5.89,5.85,3.63,2012
15411,15412,1.2,Fair,I,SI1,66.2,59.0,6.55,6.47,4.31,4368
824,825,0.46,Ideal,J,IF,61.8,56.0,4.98,4.95,3.07,1221
20236,20237,2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
26657,26658,0.32,Ideal,D,VS2,62.7,54.0,4.38,4.36,2.74,972
12443,12444,1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,4861
20639,20640,0.9,Good,H,SI2,62.4,61.0,6.03,6.11,3.79,3160
15159,15160,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07,4312
1612,1613,1.52,Ideal,G,VS2,62.8,54.0,7.3,7.36,4.61,13809
17324,17325,1.12,Premium,H,SI2,62.4,58.0,6.63,6.58,4.12,4250
23862,23863,1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,4887
20676,20677,1.21,Ideal,F,VS2,62.4,59.0,6.82,6.77,4.24,8691
19357,19358,1.65,Very Good,J,SI1,61.7,56.0,7.61,7.66,4.71,7903
11622,11623,0.25,Very Good,E,VVS1,57.7,62.0,4.16,4.19,2.41,548
20924,20925,0.5,Premium,F,SI1,59.1,58.0,5.23,5.19,3.08,1286
1451,1452,0.47,Good,F,VS1,60.0,60.1,5.04,5.06,3.03,1243
4876,4877,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,2356
1513,1514,0.91,Ideal,H,SI1,62.4,57.0,6.18,6.23,3.87,3635
2675,2676,0.47,Good,I,VVS1,61.8,62.0,4.94,4.97,3.06,1093
25123,25124,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24,6763
9717,9718,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2,1956
6608,6609,1.15,Ideal,J,VS1,61.5,55.0,6.81,6.76,4.17,5152
5089,5090,0.32,Ideal,D,SI2,61.8,55.0,4.38,4.42,2.72,477
23573,23574,1.01,Premium,E,VS1,62.9,61.0,6.39,6.33,4.0,7964
25667,25668,1.01,Premium,G,SI1,63.0,60.0,6.34,6.3,3.98,4118
8713,8714,1.0,Good,G,VS2,62.9,56.0,6.33,6.39,4.0,5544
18326,18327,1.06,Premium,I,SI1,61.9,59.0,6.52,6.5,4.03,4452
26012,26013,0.31,Ideal,D,VS2,61.2,55.0,4.37,4.42,2.69,734
17683,17684,0.91,Good,I,SI1,64.2,59.0,5.98,6.05,3.86,2676
2256,2257,0.33,Ideal,G,VS2,62.2,56.0,4.44,4.43,2.76,743
1744,1745,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16589
24522,24523,1.52,Premium,G,VVS1,60.4,59.0,7.38,7.48,4.49,15959
4862,4863,1.2,Very Good,F,VS2,61.8,58.0,6.75,6.78,4.18,9007
23831,23832,1.08,Ideal,H,SI2,61.2,57.4,6.57,6.63,4.04,4564
811,812,0.4,Premium,D,SI2,60.0,58.0,4.8,4.84,2.89,666
868,869,0.53,Ideal,H,IF,62.0,54.0,5.19,5.23,3.23,1920
15402,15403,0.92,Premium,E,SI1,62.2,58.0,6.23,6.18,3.86,4482
20385,20386,1.09,Premium,I,VS2,60.1,59.0,6.74,6.67,4.03,5306
9734,9735,0.91,Fair,F,SI2,64.9,56.0,6.08,6.05,3.94,3210
23766,23767,1.09,Premium,I,VS2,59.0,61.0,6.78,6.75,3.98,4090
24710,24711,0.27,Premium,E,VVS2,61.8,59.0,4.18,4.14,2.57,752
15394,15395,0.76,Premium,I,VVS1,58.8,59.0,6.0,5.94,3.51,2790
3280,3281,0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,3217
24379,24380,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5939
12141,12142,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27,14300
25857,25858,0.51,Ideal,F,VS2,62.5,55.0,5.08,5.13,3.19,1442
8785,8786,2.04,Premium,E,SI2,62.7,60.0,8.04,8.0,5.03,15398
7140,7141,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
8596,8597,0.37,Ideal,G,IF,61.2,56.0,4.61,4.64,2.83,1056
18005,18006,1.16,Ideal,G,SI2,61.9,56.0,6.73,6.77,4.18,4880
13606,13607,0.5,Premium,D,VS2,62.8,58.0,5.08,5.05,3.18,1845
23469,23470,0.31,Premium,I,VS2,61.1,58.0,4.38,4.36,2.67,558
13697,13698,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589
26102,26103,1.01,Premium,G,SI1,60.2,58.0,6.48,6.44,3.89,4072
20284,20285,0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737
3504,3505,0.71,Very Good,G,VS2,63.1,56.0,5.58,5.77,3.58,2462
3524,3525,1.04,Premium,D,SI2,60.9,57.0,6.54,6.49,3.97,4123
13981,13982,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
9210,9211,1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38,4730
18075,18076,0.24,Ideal,F,VS1,62.0,56.0,3.99,3.94,2.46,536
5420,5421,0.3,Ideal,G,IF,60.9,57.0,4.35,4.39,2.66,863
6724,6725,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
21373,21374,1.51,Premium,I,VVS2,62.1,58.0,7.32,7.29,4.54,9498
5079,5080,0.9,Premium,G,SI1,60.1,59.0,6.25,6.2,3.74,3326
24359,24360,0.7,Very Good,F,SI2,62.1,57.0,5.63,5.68,3.51,1940
2558,2559,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
13155,13156,0.9,Ideal,H,VS1,61.9,56.0,6.17,6.23,3.84,4689
25791,25792,2.14,Premium,I,VS2,62.3,58.0,8.22,8.16,5.1,17416
10036,10037,1.01,Ideal,G,VS2,59.7,57.0,6.49,6.44,3.86,6024
17863,17864,0.42,Ideal,G,IF,62.0,57.0,4.8,4.82,2.98,1251
13811,13812,0.5,Premium,H,SI1,58.7,59.0,5.15,5.11,3.01,1091
13510,13511,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1744
1773,1774,0.51,Premium,D,SI1,62.2,58.0,5.13,5.06,3.17,1619
18035,18036,1.2,Good,G,SI2,,54.0,6.75,6.71,4.28,5141
26290,26291,1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
17530,17531,0.43,Very Good,F,VS1,61.0,57.0,4.84,4.89,2.97,1056
12725,12726,0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
1186,1187,2.1,Premium,E,SI2,62.9,59.0,8.18,8.13,5.13,16783
15299,15300,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,4564
19504,19505,0.75,Premium,F,SI1,,58.0,5.83,5.87,3.6,2683
8520,8521,0.5,Good,F,VS2,62.9,54.9,5.08,5.12,3.21,1615
22344,22345,0.3,Ideal,E,VS2,62.0,53.0,4.31,4.33,2.68,603
14583,14584,0.4,Ideal,F,VS2,62.0,59.0,4.77,4.71,2.95,1059
7319,7320,0.71,Ideal,F,SI1,61.3,57.0,5.72,5.79,3.53,2699
25439,25440,0.3,Very Good,G,VS1,62.5,59.0,4.32,4.25,2.68,629
5294,5295,0.55,Ideal,F,VS1,62.3,53.0,5.28,5.31,3.3,1754
4473,4474,0.9,Ideal,G,VS1,61.8,56.0,6.19,6.24,3.84,4931
11564,11565,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,758
22310,22311,1.69,Premium,I,VS2,62.4,58.0,7.66,7.53,4.74,10600
23117,23118,0.77,Very Good,G,VS1,62.3,58.0,5.82,5.86,3.64,3240
26708,26709,0.54,Ideal,E,VVS2,61.5,57.0,5.24,5.26,3.23,2776
14094,14095,0.78,Ideal,E,SI1,62.7,56.0,5.88,5.83,3.67,2664
21576,21577,0.31,Good,D,SI2,63.7,58.0,4.27,4.3,2.73,462
9935,9936,1.02,Ideal,G,VS1,62.4,57.0,6.41,6.43,4.01,7440
25209,25210,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
17654,17655,0.5,Fair,G,VS1,65.8,57.0,5.03,4.91,3.27,1350
25641,25642,0.34,Ideal,G,IF,60.7,57.0,4.51,4.55,2.75,974
2016,2017,0.31,Very Good,E,SI1,63.4,55.0,4.33,4.31,2.74,698
11709,11710,0.36,Premium,E,VS2,62.3,58.0,4.55,4.51,2.82,1013
24357,24358,1.28,Premium,H,SI1,62.7,58.0,6.88,6.94,4.33,6580
25001,25002,0.9,Very Good,J,VS2,63.1,57.0,6.12,6.06,3.84,2984
26420,26421,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,1017
3605,3606,0.42,Ideal,G,VS2,61.8,56.0,4.81,4.84,2.98,847
15031,15032,0.72,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2843
18072,18073,1.03,Ideal,G,SI1,60.3,58.0,6.57,6.62,3.98,5143
9452,9453,0.31,Ideal,F,VS2,62.0,56.0,4.35,4.39,2.71,625
4604,4605,0.34,Ideal,G,VVS1,61.7,56.0,4.5,4.55,2.79,863
11588,11589,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,2426
6147,6148,0.41,Ideal,F,VS1,62.1,56.0,4.74,4.76,2.95,1007
24998,24999,1.01,Very Good,I,I1,63.1,57.0,6.39,6.35,4.02,2896
22570,22571,0.32,Ideal,G,VS1,62.3,55.0,4.4,4.37,2.73,828
13443,13444,0.34,Ideal,G,VS2,61.5,56.0,4.5,4.47,2.76,765
21999,22000,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,670
15506,15507,0.59,Very Good,I,SI1,61.7,55.2,5.39,5.41,3.33,1257
131,132,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.29,2.68,684
26823,26824,0.71,Good,F,VVS2,58.9,61.0,5.8,5.9,3.44,2960
4643,4644,0.5,Ideal,H,SI2,62.3,53.0,5.1,5.14,3.19,964
17469,17470,0.31,Ideal,F,VS2,61.9,55.0,4.31,4.35,2.68,625
17995,17996,0.71,Ideal,I,VVS2,61.6,56.0,5.72,5.8,3.56,2145
16273,16274,1.07,Ideal,G,VS2,62.2,57.0,6.55,6.5,4.06,6040
497,498,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667
11806,11807,1.09,Premium,G,VS1,62.5,59.0,6.57,6.54,4.1,6951
10528,10529,0.31,Ideal,G,IF,62.7,57.0,4.34,4.31,2.71,988
22540,22541,0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84,887
4826,4827,0.37,Premium,D,SI1,62.2,58.0,4.62,4.58,2.86,874
21130,21131,0.25,Very Good,F,VVS2,59.4,57.0,4.1,4.12,2.44,575
6174,6175,0.95,Premium,D,SI2,60.1,61.0,6.37,6.35,3.82,4341
13720,13721,0.7,Good,H,SI1,65.4,59.0,5.46,5.52,3.59,1840
22325,22326,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5398
11323,11324,0.76,Ideal,D,VS1,61.3,57.0,5.87,5.9,3.61,4229
12540,12541,0.71,Very Good,H,SI1,62.9,58.0,5.62,5.66,3.55,2246
20564,20565,0.33,Ideal,E,VS1,,57.0,4.45,4.38,2.77,1002
13431,13432,1.35,Premium,I,SI2,62.3,59.0,7.09,7.03,4.4,5919
13402,13403,1.02,Premium,G,VS2,62.5,58.0,6.41,6.46,4.02,6301
18055,18056,0.33,Ideal,F,VVS1,62.4,54.0,4.44,4.47,2.78,880
14492,14493,0.7,Premium,E,SI2,60.6,59.0,5.76,5.73,3.48,2307
18439,18440,0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,3423
22495,22496,0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,2396
23579,23580,0.5,Ideal,H,SI1,62.2,57.0,5.07,5.09,3.16,1140
19090,19091,1.22,Premium,H,SI1,61.0,59.0,6.92,6.86,4.2,4829
25261,25262,0.41,Very Good,F,SI1,62.8,57.0,4.69,4.73,2.96,755
9395,9396,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652
19819,19820,0.8,Good,H,VS2,63.4,60.0,5.92,5.82,3.72,2845
6324,6325,0.4,Good,E,SI2,61.2,61.0,4.71,4.74,2.89,588
10393,10394,0.83,Premium,G,SI1,62.3,58.0,6.01,5.97,3.73,2863
12447,12448,0.43,Premium,D,SI2,60.7,58.0,4.91,4.85,2.96,919
9771,9772,0.34,Very Good,G,SI2,62.8,59.0,4.45,4.47,2.8,447
12590,12591,0.78,Premium,E,VS1,62.5,57.0,5.94,5.9,3.7,3444
10252,10253,0.41,Good,F,SI1,63.3,58.0,4.71,4.74,2.99,705
10621,10622,0.41,Premium,E,VS1,61.2,58.0,4.76,4.78,2.92,1079
26316,26317,0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,2824
22324,22325,0.54,Premium,E,VS1,61.3,56.0,5.27,5.23,3.22,1960
22448,22449,0.35,Premium,E,VVS1,60.7,59.0,4.55,4.58,2.77,1044
14851,14852,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
24741,24742,1.51,Premium,E,VS1,62.7,58.0,7.33,7.25,4.57,16669
7173,7174,0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65,3993
21234,21235,0.71,Very Good,E,SI1,60.3,58.0,5.8,5.85,3.51,2570
16316,16317,0.59,Very Good,J,VS2,60.8,56.6,5.42,5.47,3.31,1257
14578,14579,0.41,Ideal,G,VVS2,60.9,56.0,4.81,4.84,2.94,960
18110,18111,0.74,Premium,H,VS2,60.2,58.0,5.92,5.88,3.55,2553
7541,7542,1.5,Very Good,E,SI2,62.7,59.0,7.22,7.3,4.55,8167
763,764,1.34,Ideal,J,VS1,62.0,57.0,7.12,7.04,4.39,6010
15772,15773,1.25,Ideal,G,VS2,61.5,58.0,6.88,6.93,4.25,9282
5924,5925,0.31,Ideal,F,IF,62.3,54.0,4.37,4.39,2.73,914
24075,24076,1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,7785
22235,22236,0.32,Ideal,E,VVS1,61.3,57.0,4.43,4.38,2.7,1020
5066,5067,0.3,Very Good,D,VS2,62.8,59.0,4.26,4.28,2.68,710
6840,6841,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
7594,7595,2.18,Ideal,I,SI2,62.5,55.0,8.31,8.34,5.2,15706
15176,15177,1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
12731,12732,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,3228
2769,2770,1.51,Very Good,H,VVS2,63.1,59.0,7.28,7.26,4.59,11934
26066,26067,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36,1749
1953,1954,0.43,Ideal,E,VS1,61.2,56.0,4.89,4.94,3.01,981
13587,13588,0.31,Premium,H,SI1,59.0,57.0,4.44,4.4,2.61,573
22438,22439,0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,876
11247,11248,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
26617,26618,0.6,Very Good,E,VS1,60.9,58.0,5.43,5.48,3.32,2112
21650,21651,1.19,Premium,I,VS2,59.3,59.0,6.98,6.88,4.11,4591
14886,14887,1.05,Premium,G,SI1,59.1,57.0,6.73,6.63,3.95,4510
8507,8508,2.01,Good,I,VS2,64.3,60.0,7.91,7.86,5.07,11954
18430,18431,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,776
4120,4121,1.0,Very Good,E,SI2,62.5,59.0,6.31,6.37,3.96,4308
21735,21736,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
19219,19220,0.5,Good,G,VS1,59.8,63.0,5.12,5.15,3.07,1645
9759,9760,0.27,Premium,H,VVS2,60.7,59.0,4.19,4.21,2.55,486
9086,9087,0.71,Ideal,E,SI1,61.1,57.0,5.75,5.77,3.52,3128
11575,11576,0.45,Good,G,VVS1,64.0,57.0,4.86,4.82,3.1,1254
26854,26855,1.29,Premium,I,VS2,,58.0,7.12,7.03,4.27,6321
4908,4909,0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71,720
9573,9574,0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441
605,606,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295
15,16,0.31,Ideal,G,VS2,61.6,55.0,4.37,4.39,2.7,544
17102,17103,1.28,Good,I,VS2,58.2,64.0,7.09,7.03,4.11,5319
6412,6413,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,1793
25582,25583,0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,2406
15110,15111,0.71,Fair,E,SI2,,63.0,5.63,5.51,3.61,2002
9756,9757,1.0,Good,D,VS1,62.7,62.0,6.21,6.23,3.9,7672
5766,5767,0.75,Very Good,E,SI1,61.1,59.0,5.85,5.9,3.59,3005
3049,3050,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
7728,7729,0.72,Good,J,SI1,60.1,64.0,5.75,5.83,3.48,1547
3952,3953,0.54,Ideal,D,VS2,61.9,55.0,5.23,5.24,3.24,1817
26459,26460,0.73,Very Good,H,VS2,63.1,57.3,5.65,5.7,3.59,2337
309,310,0.54,Premium,D,SI1,62.6,57.0,5.21,5.12,3.23,1650
13656,13657,0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913
9675,9676,0.3,Premium,D,SI1,62.1,59.0,4.29,4.31,2.67,515
9445,9446,0.4,Ideal,G,IF,61.9,56.0,4.7,4.76,2.93,1570
15933,15934,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,1061
25189,25190,0.3,Ideal,G,IF,61.7,55.0,4.34,4.31,2.67,956
1149,1150,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.0,6360
21284,21285,1.06,Premium,F,SI2,62.6,59.0,6.51,6.47,4.06,3901
2517,2518,0.51,Premium,G,VVS1,60.2,58.0,5.2,5.24,3.14,1925
16516,16517,0.51,Ideal,G,VS1,61.3,55.7,5.15,5.18,3.16,1595
16681,16682,1.2,Very Good,G,SI2,62.1,56.0,6.79,6.87,4.24,5183
24924,24925,1.7,Fair,F,SI2,64.5,57.0,7.55,7.51,4.86,9996
2128,2129,0.52,Ideal,G,VVS2,61.0,56.0,5.18,5.24,3.18,1911
702,703,0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78,554
23518,23519,0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,639
4866,4867,1.03,Very Good,H,VS2,59.9,59.0,6.5,6.52,3.9,5620
3674,3675,0.57,Ideal,I,IF,61.0,55.0,5.38,5.41,3.29,1779
3842,3843,1.53,Premium,G,VS2,61.8,59.0,7.45,7.31,4.56,12717
15405,15406,0.51,Ideal,D,SI2,62.5,55.0,5.15,5.12,3.21,1359
26021,26022,1.51,Premium,E,SI2,62.0,62.0,7.16,7.09,4.42,7610
1111,1112,0.4,Premium,E,VS1,62.8,59.0,4.67,4.63,2.92,1125
19298,19299,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6336
23610,23611,0.73,Ideal,H,VS2,61.0,56.0,5.83,5.88,3.57,3164
19132,19133,0.53,Ideal,G,VS2,61.4,55.0,5.23,5.26,3.22,1615
8090,8091,1.2,Very Good,J,VS2,59.9,60.0,6.98,6.95,4.17,5140
637,638,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5345
8440,8441,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,4956
2406,2407,0.46,Very Good,D,VS2,61.2,57.0,4.96,5.0,3.05,1321
21876,21877,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
14134,14135,2.28,Premium,H,SI2,62.5,58.0,8.39,8.33,5.23,15413
6746,6747,1.19,Very Good,H,VS2,61.1,58.0,6.78,6.83,4.16,6819
8888,8889,2.0,Very Good,H,SI1,63.2,54.0,7.97,7.88,5.01,13320
9814,9815,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,15740
10078,10079,0.58,Ideal,G,SI2,62.2,55.0,5.4,5.36,3.35,1343
18577,18578,0.32,Ideal,F,VVS1,62.3,56.0,4.38,4.35,2.72,990
9981,9982,0.36,Ideal,H,VVS2,61.3,55.0,4.62,4.64,2.84,705
2228,2229,0.29,Very Good,D,SI1,59.8,55.0,4.3,4.35,2.58,737
15074,15075,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54,2756
17217,17218,0.7,Very Good,F,VS2,62.8,58.0,5.6,5.64,3.53,2552
22792,22793,1.01,Premium,I,SI1,60.8,61.0,6.47,6.43,3.92,4525
5769,5770,0.31,Ideal,G,SI2,61.7,56.0,4.34,4.38,2.69,408
5612,5613,0.71,Good,F,VS2,63.0,59.0,5.59,5.65,3.54,2320
24454,24455,0.75,Very Good,D,SI2,63.1,58.0,5.78,5.73,3.63,2782
5455,5456,0.6,Very Good,E,VS1,60.0,58.0,5.5,5.56,3.32,2270
7879,7880,0.31,Ideal,E,SI1,61.5,55.0,4.37,4.41,2.7,660
7686,7687,0.72,Ideal,E,SI1,60.3,57.0,5.83,5.85,3.52,2847
70,71,0.57,Ideal,F,VVS1,61.1,55.0,5.36,5.44,3.3,3057
11225,11226,0.31,Good,H,VS1,63.6,55.0,4.32,4.29,2.74,698
7878,7879,3.01,Ideal,J,SI2,61.7,58.0,9.25,9.2,5.69,16037
5768,5769,1.5,Very Good,G,SI2,58.5,62.0,7.4,7.44,4.34,8580
1178,1179,0.73,Ideal,E,SI1,61.6,57.0,5.81,5.78,3.57,2707
14095,14096,0.7,Premium,E,SI2,60.6,58.0,5.78,5.73,3.49,2442
19138,19139,0.59,Premium,H,VS2,60.2,60.0,5.45,5.42,3.27,1590
23979,23980,1.6,Premium,F,SI2,58.7,58.0,7.76,7.68,4.53,10286
10083,10084,1.3,Premium,I,IF,61.8,58.0,7.0,6.95,4.31,7760
22897,22898,2.1,Very Good,I,SI2,60.6,60.0,8.29,8.33,5.04,12612
7377,7378,1.0,Very Good,I,SI1,63.2,56.0,6.37,6.31,4.01,4088
2010,2011,1.16,Premium,G,SI2,62.0,59.0,6.74,6.62,4.14,4320
14229,14230,0.38,Ideal,G,VVS1,61.2,54.0,4.69,4.72,2.88,949
20912,20913,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,565
11306,11307,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,1949
19639,19640,0.32,Ideal,G,VVS1,61.1,55.0,4.45,4.48,2.73,814
10190,10191,0.42,Very Good,H,VS2,62.9,56.0,4.72,4.79,2.99,773
22087,22088,1.33,Fair,F,SI2,64.5,58.0,6.97,6.86,4.46,5139
1902,1903,1.06,Ideal,G,SI2,61.0,56.0,6.62,6.56,4.02,3321
10281,10282,1.12,Ideal,F,VS2,61.9,55.0,6.68,6.73,4.15,7589
